State,Year,Quarter,District,Registered_users,App_opens
karnataka,2021,1,Chikkaballapura,372241,17087913
karnataka,2021,1,Davanagere,508179,17621765
karnataka,2021,1,Bagalkote,447765,15053079
karnataka,2021,1,Vijayapura,543181,19138250
karnataka,2021,1,Koppal,287597,11497598
karnataka,2021,1,Bidar,411728,19569082
karnataka,2021,1,Bengaluru Rural,639890,34184669
karnataka,2021,1,Raichur,424252,17480505
karnataka,2021,1,Chamarajanagara,174952,5520986
karnataka,2021,1,Dakshina Kannada,746964,18655914
karnataka,2021,1,Hassan,490609,16390159
karnataka,2021,1,Dharwad,714056,28863170
karnataka,2021,1,Shivamogga,491220,14935102
karnataka,2021,1,Udupi,380553,9126747
karnataka,2021,1,Gadag,223838,7870580
karnataka,2021,2,Mysuru,1168608,36371793
karnataka,2021,2,Chitradurga,386380,29255441
karnataka,2021,2,Kalaburagi,645639,42069112
karnataka,2021,2,Ramanagara,416739,23827957
karnataka,2021,2,Mandya,491102,25908721
karnataka,2021,2,Kodagu,163742,8488815
karnataka,2021,2,Chikkamagaluru,311052,17822948
karnataka,2021,2,Haveri,315491,16739886
karnataka,2021,2,Ballari,755860,41859992
karnataka,2021,2,Belagavi,1213293,44624929
karnataka,2021,2,Kolar,571929,30373692
karnataka,2021,2,Uttara Kannada,367399,16680175
karnataka,2021,2,Tumakuru,790148,50740889
karnataka,2021,2,Yadgir,203336,16112341
karnataka,2021,2,Bengaluru Urban,10604609,300938617
karnataka,2021,2,Chikkaballapura,399185,25947736
karnataka,2021,2,Davanagere,543821,25570785
karnataka,2021,2,Bagalkote,479927,22075518
karnataka,2021,2,Vijayapura,582278,34636839
karnataka,2021,2,Koppal,308936,21252031
karnataka,2021,2,Bidar,441065,31639098
karnataka,2021,2,Bengaluru Rural,684759,26632282
karnataka,2021,2,Raichur,455771,29994576
karnataka,2021,2,Chamarajanagara,187469,12338325
karnataka,2021,2,Dakshina Kannada,798331,15802873
karnataka,2021,2,Hassan,526240,28769195
karnataka,2021,2,Dharwad,763441,25161458
karnataka,2021,2,Shivamogga,526831,23646109
karnataka,2021,2,Udupi,407264,11064393
karnataka,2021,2,Gadag,240378,14743188
karnataka,2021,3,Mysuru,1250860,48272120
karnataka,2021,3,Chitradurga,417163,36001947
karnataka,2021,3,Kalaburagi,694567,50256674
karnataka,2021,3,Ramanagara,448065,29062035
karnataka,2021,3,Mandya,528361,29967986
karnataka,2021,3,Kodagu,175878,11030231
karnataka,2021,3,Chikkamagaluru,335416,23262222
karnataka,2021,3,Haveri,340458,21691814
karnataka,2021,3,Ballari,814170,54246591
karnataka,2021,3,Belagavi,1304051,58354498
karnataka,2021,3,Kolar,615004,37214686
karnataka,2021,3,Uttara Kannada,395160,21489269
karnataka,2021,3,Tumakuru,850678,59870049
karnataka,2021,3,Yadgir,220170,19673784
karnataka,2021,3,Bengaluru Urban,11321012,423965215
karnataka,2021,3,Chikkaballapura,429845,31188426
karnataka,2021,3,Davanagere,584571,32345530
karnataka,2021,3,Bagalkote,517079,28300711
karnataka,2021,3,Vijayapura,627795,43855268
karnataka,2021,3,Koppal,333722,27282817
karnataka,2021,3,Bidar,475158,37639565
karnataka,2021,3,Bengaluru Rural,735551,35599266
karnataka,2021,3,Raichur,492375,38619508
karnataka,2021,3,Chamarajanagara,202168,15829867
karnataka,2021,3,Dakshina Kannada,855634,21412918
karnataka,2021,3,Hassan,566904,34788129
karnataka,2021,3,Dharwad,818797,34415050
karnataka,2021,3,Shivamogga,566838,29165333
karnataka,2021,3,Udupi,437345,12928299
karnataka,2021,3,Gadag,259426,19051279
karnataka,2021,4,Mysuru,1332579,84514082
karnataka,2021,4,Chitradurga,447221,30870741
karnataka,2021,4,Kalaburagi,743146,50879550
karnataka,2021,4,Ramanagara,478668,38380184
karnataka,2021,4,Mandya,564725,40149943
karnataka,2021,4,Kodagu,187714,9753349
karnataka,2021,4,Chikkamagaluru,358975,20950700
karnataka,2021,4,Haveri,365257,21102930
karnataka,2021,4,Ballari,871581,62467773
karnataka,2021,4,Belagavi,1393290,78020362
karnataka,2021,4,Kolar,657607,52731050
karnataka,2021,4,Uttara Kannada,422171,19025373
karnataka,2021,4,Tumakuru,909976,63705876
karnataka,2021,4,Yadgir,236490,16328222
karnataka,2021,4,Bengaluru Urban,12038775,818047839
karnataka,2021,4,Chikkaballapura,459988,36037978
karnataka,2021,4,Davanagere,624570,39536906
karnataka,2021,4,Bagalkote,554099,33560109
karnataka,2021,4,Vijayapura,672340,39909595
karnataka,2021,4,Koppal,357841,27558588
karnataka,2021,4,Bidar,508686,40940770
karnataka,2021,4,Bengaluru Rural,785717,67129022
karnataka,2021,4,Raichur,528246,36140668
karnataka,2021,4,Chamarajanagara,216215,13328889
karnataka,2021,4,Dakshina Kannada,912133,36536741
karnataka,2021,4,Hassan,606707,41053977
karnataka,2021,4,Dharwad,873847,53145629
karnataka,2021,4,Shivamogga,606024,34524043
karnataka,2021,4,Udupi,466878,18132024
karnataka,2021,4,Gadag,278180,17095600
karnataka,2020,1,Mysuru,764697,23157562
karnataka,2020,1,Chitradurga,233840,6183299
karnataka,2020,1,Kalaburagi,402676,10731948
karnataka,2020,1,Ramanagara,267981,9733240
karnataka,2020,1,Mandya,309136,9387333
karnataka,2020,1,Kodagu,98612,1929841
karnataka,2020,1,Chikkamagaluru,186487,3874339
karnataka,2020,1,Haveri,184781,3960695
karnataka,2020,1,Ballari,481004,16047162
karnataka,2020,1,Belagavi,746925,17121517
karnataka,2020,1,Kolar,361750,12303181
karnataka,2020,1,Uttara Kannada,226792,4118524
karnataka,2020,1,Tumakuru,488995,14944882
karnataka,2020,1,Yadgir,121589,3264873
karnataka,2020,1,Bengaluru Urban,7564577,365358412
karnataka,2020,1,Chikkaballapura,250163,8606320
karnataka,2020,1,Davanagere,337445,8693016
karnataka,2020,1,Bagalkote,293935,7199781
karnataka,2020,1,Vijayapura,357428,9313061
karnataka,2020,1,Koppal,185866,5100820
karnataka,2020,1,Bidar,275072,8639094
karnataka,2020,1,Bengaluru Rural,455608,18109090
karnataka,2020,1,Raichur,285797,8561095
karnataka,2020,1,Chamarajanagara,112400,2677247
karnataka,2020,1,Dakshina Kannada,481992,9167438
karnataka,2020,1,Hassan,318850,7555719
karnataka,2020,1,Dharwad,502446,15318060
karnataka,2020,1,Shivamogga,324957,7363924
karnataka,2020,1,Udupi,247646,4331891
karnataka,2020,1,Gadag,147533,3734672
karnataka,2020,2,Mysuru,837003,18069895
karnataka,2020,2,Chitradurga,267374,7921698
karnataka,2020,2,Kalaburagi,455786,12273057
karnataka,2020,2,Ramanagara,297300,9630491
karnataka,2020,2,Mandya,346777,10682341
karnataka,2020,2,Kodagu,112121,2083487
karnataka,2020,2,Chikkamagaluru,211842,4688043
karnataka,2020,2,Haveri,212822,4828428
karnataka,2020,2,Ballari,537204,16857518
karnataka,2020,2,Belagavi,849149,18286088
karnataka,2020,2,Kolar,404048,13758597
karnataka,2020,2,Uttara Kannada,257257,4832970
karnataka,2020,2,Tumakuru,552123,16600911
karnataka,2020,2,Yadgir,140500,4149274
karnataka,2020,2,Bengaluru Urban,8028070,217406465
karnataka,2020,2,Chikkaballapura,280849,9635695
karnataka,2020,2,Davanagere,380810,9219076
karnataka,2020,2,Bagalkote,334436,8204201
karnataka,2020,2,Vijayapura,407483,10678723
karnataka,2020,2,Koppal,212354,6151219
karnataka,2020,2,Bidar,312859,11031911
karnataka,2020,2,Bengaluru Rural,496292,14889541
karnataka,2020,2,Raichur,321809,9717951
karnataka,2020,2,Chamarajanagara,128971,3414811
karnataka,2020,2,Dakshina Kannada,543603,7580908
karnataka,2020,2,Hassan,361759,9097572
karnataka,2020,2,Dharwad,554235,12377558
karnataka,2020,2,Shivamogga,365651,7734883
karnataka,2020,2,Udupi,277972,4383464
karnataka,2020,2,Gadag,166907,4323299
karnataka,2020,3,Mysuru,923296,26595871
karnataka,2020,3,Chitradurga,300719,10159890
karnataka,2020,3,Kalaburagi,507894,16580065
karnataka,2020,3,Ramanagara,329112,12931411
karnataka,2020,3,Mandya,386051,13267940
karnataka,2020,3,Kodagu,127160,2791774
karnataka,2020,3,Chikkamagaluru,240177,6269375
karnataka,2020,3,Haveri,243591,6367113
karnataka,2020,3,Ballari,595935,23172796
karnataka,2020,3,Belagavi,951629,24325882
karnataka,2020,3,Kolar,449470,18721704
karnataka,2020,3,Uttara Kannada,287730,6238135
karnataka,2020,3,Tumakuru,618091,21713087
karnataka,2020,3,Yadgir,157834,5211314
karnataka,2020,3,Bengaluru Urban,8611452,322860571
karnataka,2020,3,Chikkaballapura,313480,13001841
karnataka,2020,3,Davanagere,426961,12583087
karnataka,2020,3,Bagalkote,376754,11151542
karnataka,2020,3,Vijayapura,458119,14492659
karnataka,2020,3,Koppal,239771,8347850
karnataka,2020,3,Bidar,347354,13891230
karnataka,2020,3,Bengaluru Rural,543893,22521395
karnataka,2020,3,Raichur,357794,13008515
karnataka,2020,3,Chamarajanagara,145166,4038938
karnataka,2020,3,Dakshina Kannada,617552,11393774
karnataka,2020,3,Hassan,407970,11515402
karnataka,2020,3,Dharwad,608659,17999599
karnataka,2020,3,Shivamogga,411810,10667405
karnataka,2020,3,Udupi,314731,6056848
karnataka,2020,3,Gadag,187395,5806199
karnataka,2020,4,Mysuru,1015945,36538089
karnataka,2020,4,Chitradurga,333450,12510031
karnataka,2020,4,Kalaburagi,559718,21222389
karnataka,2020,4,Ramanagara,361201,16517041
karnataka,2020,4,Mandya,425378,16160451
karnataka,2020,4,Kodagu,141874,3987098
karnataka,2020,4,Chikkamagaluru,268100,8071176
karnataka,2020,4,Haveri,271755,8140283
karnataka,2020,4,Ballari,654751,30046637
karnataka,2020,4,Belagavi,1051934,31134675
karnataka,2020,4,Kolar,495224,23730229
karnataka,2020,4,Uttara Kannada,318811,8207702
karnataka,2020,4,Tumakuru,682441,27104012
karnataka,2020,4,Yadgir,174982,6596547
karnataka,2020,4,Bengaluru Urban,9286243,456667561
karnataka,2020,4,Chikkaballapura,345355,15886888
karnataka,2020,4,Davanagere,471813,16184025
karnataka,2020,4,Bagalkote,415594,14221516
karnataka,2020,4,Vijayapura,504403,17980063
karnataka,2020,4,Koppal,266212,10887251
karnataka,2020,4,Bidar,381843,17145651
karnataka,2020,4,Bengaluru Rural,593872,30396643
karnataka,2020,4,Raichur,393385,16304518
karnataka,2020,4,Chamarajanagara,161907,5235691
karnataka,2020,4,Dakshina Kannada,690826,16059638
karnataka,2020,4,Hassan,453802,14765001
karnataka,2020,4,Dharwad,663973,24402584
karnataka,2020,4,Shivamogga,455648,13529152
karnataka,2020,4,Udupi,352464,8435951
karnataka,2020,4,Gadag,207278,7442197
karnataka,2018,1,Mysuru,150799,0
karnataka,2018,1,Chitradurga,41656,0
karnataka,2018,1,Kalaburagi,81933,0
karnataka,2018,1,Ramanagara,47100,0
karnataka,2018,1,Mandya,50951,0
karnataka,2018,1,Kodagu,14783,0
karnataka,2018,1,Chikkamagaluru,32240,0
karnataka,2018,1,Haveri,33262,0
karnataka,2018,1,Ballari,103566,0
karnataka,2018,1,Belagavi,140320,0
karnataka,2018,1,Kolar,60498,0
karnataka,2018,1,Uttara Kannada,48635,0
karnataka,2018,1,Tumakuru,82955,0
karnataka,2018,1,Yadgir,21121,0
karnataka,2018,1,Bengaluru Urban,1922368,0
karnataka,2018,1,Chikkaballapura,43074,0
karnataka,2018,1,Davanagere,68178,0
karnataka,2018,1,Bagalkote,63460,0
karnataka,2018,1,Vijayapura,68814,0
karnataka,2018,1,Koppal,34963,0
karnataka,2018,1,Bidar,58446,0
karnataka,2018,1,Bengaluru Rural,87955,0
karnataka,2018,1,Raichur,58544,0
karnataka,2018,1,Chamarajanagara,17398,0
karnataka,2018,1,Dakshina Kannada,87491,0
karnataka,2018,1,Hassan,51642,0
karnataka,2018,1,Dharwad,106877,0
karnataka,2018,1,Shivamogga,60797,0
karnataka,2018,1,Udupi,49362,0
karnataka,2018,1,Gadag,28575,0
karnataka,2018,2,Mysuru,205044,0
karnataka,2018,2,Chitradurga,59180,0
karnataka,2018,2,Kalaburagi,113205,0
karnataka,2018,2,Ramanagara,66427,0
karnataka,2018,2,Mandya,71274,0
karnataka,2018,2,Kodagu,20698,0
karnataka,2018,2,Chikkamagaluru,45442,0
karnataka,2018,2,Haveri,47272,0
karnataka,2018,2,Ballari,140995,0
karnataka,2018,2,Belagavi,194698,0
karnataka,2018,2,Kolar,84688,0
karnataka,2018,2,Uttara Kannada,65063,0
karnataka,2018,2,Tumakuru,116855,0
karnataka,2018,2,Yadgir,30466,0
karnataka,2018,2,Bengaluru Urban,2553312,0
karnataka,2018,2,Chikkaballapura,59818,0
karnataka,2018,2,Davanagere,94405,0
karnataka,2018,2,Bagalkote,86717,0
karnataka,2018,2,Vijayapura,95448,0
karnataka,2018,2,Koppal,48604,0
karnataka,2018,2,Bidar,79155,0
karnataka,2018,2,Bengaluru Rural,121048,0
karnataka,2018,2,Raichur,81353,0
karnataka,2018,2,Chamarajanagara,24920,0
karnataka,2018,2,Dakshina Kannada,118271,0
karnataka,2018,2,Hassan,73330,0
karnataka,2018,2,Dharwad,144884,0
karnataka,2018,2,Shivamogga,83122,0
karnataka,2018,2,Udupi,65245,0
karnataka,2018,2,Gadag,39726,0
karnataka,2018,3,Mysuru,262075,0
karnataka,2018,3,Chitradurga,77743,0
karnataka,2018,3,Kalaburagi,145495,0
karnataka,2018,3,Ramanagara,86752,0
karnataka,2018,3,Mandya,94630,0
karnataka,2018,3,Kodagu,27661,0
karnataka,2018,3,Chikkamagaluru,59911,0
karnataka,2018,3,Haveri,62080,0
karnataka,2018,3,Ballari,177311,0
karnataka,2018,3,Belagavi,252307,0
karnataka,2018,3,Kolar,110883,0
karnataka,2018,3,Uttara Kannada,83866,0
karnataka,2018,3,Tumakuru,154217,0
karnataka,2018,3,Yadgir,40716,0
karnataka,2018,3,Bengaluru Urban,3167597,0
karnataka,2018,3,Chikkaballapura,78717,0
karnataka,2018,3,Davanagere,120506,0
karnataka,2018,3,Bagalkote,110608,0
karnataka,2018,3,Vijayapura,124561,0
karnataka,2018,3,Koppal,62937,0
karnataka,2018,3,Bidar,102087,0
karnataka,2018,3,Bengaluru Rural,156268,0
karnataka,2018,3,Raichur,104416,0
karnataka,2018,3,Chamarajanagara,33703,0
karnataka,2018,3,Dakshina Kannada,153231,0
karnataka,2018,3,Hassan,99071,0
karnataka,2018,3,Dharwad,181324,0
karnataka,2018,3,Shivamogga,107293,0
karnataka,2018,3,Udupi,83838,0
karnataka,2018,3,Gadag,50845,0
karnataka,2018,4,Mysuru,341636,0
karnataka,2018,4,Chitradurga,101817,0
karnataka,2018,4,Kalaburagi,186668,0
karnataka,2018,4,Ramanagara,115881,0
karnataka,2018,4,Mandya,127238,0
karnataka,2018,4,Kodagu,37481,0
karnataka,2018,4,Chikkamagaluru,77854,0
karnataka,2018,4,Haveri,80957,0
karnataka,2018,4,Ballari,226336,0
karnataka,2018,4,Belagavi,328102,0
karnataka,2018,4,Kolar,157183,0
karnataka,2018,4,Uttara Kannada,106612,0
karnataka,2018,4,Tumakuru,203805,0
karnataka,2018,4,Yadgir,53372,0
karnataka,2018,4,Bengaluru Urban,4126734,0
karnataka,2018,4,Chikkaballapura,107403,0
karnataka,2018,4,Davanagere,155006,0
karnataka,2018,4,Bagalkote,140282,0
karnataka,2018,4,Vijayapura,160346,0
karnataka,2018,4,Koppal,81642,0
karnataka,2018,4,Bidar,131005,0
karnataka,2018,4,Bengaluru Rural,209778,0
karnataka,2018,4,Raichur,132914,0
karnataka,2018,4,Chamarajanagara,45547,0
karnataka,2018,4,Dakshina Kannada,202453,0
karnataka,2018,4,Hassan,132797,0
karnataka,2018,4,Dharwad,230679,0
karnataka,2018,4,Shivamogga,138815,0
karnataka,2018,4,Udupi,109312,0
karnataka,2018,4,Gadag,66147,0
jammu-&-kashmir,2022,1,Muzaffarabad,540,480972
jammu-&-kashmir,2022,1,Doda,35680,3731468
jammu-&-kashmir,2022,1,Samba,70288,2419072
jammu-&-kashmir,2022,1,Mirpur,7177,1274287
jammu-&-kashmir,2022,1,Srinagar,138727,1353992
jammu-&-kashmir,2022,1,Baramulla,119475,3187493
jammu-&-kashmir,2022,1,Jammu,401675,7369217
jammu-&-kashmir,2022,1,Ganderbal,29427,1086867
jammu-&-kashmir,2022,1,Udhampur,78353,4561115
jammu-&-kashmir,2022,1,Bandipore,32427,1906499
jammu-&-kashmir,2022,1,Reasi,37052,4089782
jammu-&-kashmir,2022,1,Shopian,22173,601448
jammu-&-kashmir,2022,1,Poonch,38315,3572503
jammu-&-kashmir,2022,1,Kathua,83944,6051993
jammu-&-kashmir,2022,1,Kishtwar,16418,3226678
jammu-&-kashmir,2022,1,Pulwama,61306,1541606
jammu-&-kashmir,2022,1,Ramban,22686,1936558
jammu-&-kashmir,2022,1,Rajouri,63232,5359687
jammu-&-kashmir,2022,1,Kulgam,42103,973922
jammu-&-kashmir,2022,1,Budgam,88994,1081801
jammu-&-kashmir,2022,1,Anantnag,80434,2235395
jammu-&-kashmir,2022,1,Kupwara,78894,4073502
jammu-&-kashmir,2022,2,Muzaffarabad,569,721831
jammu-&-kashmir,2022,2,Doda,37779,5377569
jammu-&-kashmir,2022,2,Samba,74186,3213482
jammu-&-kashmir,2022,2,Mirpur,7601,1968657
jammu-&-kashmir,2022,2,Srinagar,146169,1914232
jammu-&-kashmir,2022,2,Baramulla,126067,4922259
jammu-&-kashmir,2022,2,Jammu,423398,8926803
jammu-&-kashmir,2022,2,Ganderbal,31111,3377275
jammu-&-kashmir,2022,2,Udhampur,82705,6195826
jammu-&-kashmir,2022,2,Bandipore,34244,2602119
jammu-&-kashmir,2022,2,Reasi,39173,5696031
jammu-&-kashmir,2022,2,Shopian,23465,810291
jammu-&-kashmir,2022,2,Poonch,40606,4672381
jammu-&-kashmir,2022,2,Kathua,88764,7935788
jammu-&-kashmir,2022,2,Kishtwar,17326,4072235
jammu-&-kashmir,2022,2,Pulwama,64808,2295579
jammu-&-kashmir,2022,2,Ramban,24052,3050908
jammu-&-kashmir,2022,2,Rajouri,66893,7456466
jammu-&-kashmir,2022,2,Kulgam,44393,1545241
jammu-&-kashmir,2022,2,Budgam,93893,1869838
jammu-&-kashmir,2022,2,Anantnag,84898,4586304
jammu-&-kashmir,2022,2,Kupwara,83470,6775195
jammu-&-kashmir,2022,3,Muzaffarabad,592,952229
jammu-&-kashmir,2022,3,Doda,39659,6978827
jammu-&-kashmir,2022,3,Samba,78092,4267809
jammu-&-kashmir,2022,3,Mirpur,7926,1829119
jammu-&-kashmir,2022,3,Srinagar,153729,1647570
jammu-&-kashmir,2022,3,Baramulla,132526,5517125
jammu-&-kashmir,2022,3,Jammu,445345,11603149
jammu-&-kashmir,2022,3,Ganderbal,32688,5505482
jammu-&-kashmir,2022,3,Udhampur,86915,6912898
jammu-&-kashmir,2022,3,Bandipore,36029,2922097
jammu-&-kashmir,2022,3,Reasi,41108,6290088
jammu-&-kashmir,2022,3,Shopian,24676,1040961
jammu-&-kashmir,2022,3,Poonch,42653,5618116
jammu-&-kashmir,2022,3,Kathua,93084,8200860
jammu-&-kashmir,2022,3,Kishtwar,18168,4965859
jammu-&-kashmir,2022,3,Pulwama,68004,2763346
jammu-&-kashmir,2022,3,Ramban,25296,3925846
jammu-&-kashmir,2022,3,Rajouri,70231,8425068
jammu-&-kashmir,2022,3,Kulgam,46715,1705069
jammu-&-kashmir,2022,3,Budgam,98698,2099049
jammu-&-kashmir,2022,3,Anantnag,89184,8191712
jammu-&-kashmir,2022,3,Kupwara,87867,7983956
jammu-&-kashmir,2022,4,Muzaffarabad,598,50129
jammu-&-kashmir,2022,4,Doda,41227,1620662
jammu-&-kashmir,2022,4,Samba,81447,3159821
jammu-&-kashmir,2022,4,Mirpur,8110,282243
jammu-&-kashmir,2022,4,Srinagar,160924,4284704
jammu-&-kashmir,2022,4,Baramulla,138215,4050435
jammu-&-kashmir,2022,4,Jammu,465635,14015838
jammu-&-kashmir,2022,4,Ganderbal,34020,1093714
jammu-&-kashmir,2022,4,Udhampur,90677,3588426
jammu-&-kashmir,2022,4,Bandipore,37554,1187600
jammu-&-kashmir,2022,4,Reasi,42686,1985389
jammu-&-kashmir,2022,4,Shopian,25639,1040648
jammu-&-kashmir,2022,4,Poonch,44253,1667445
jammu-&-kashmir,2022,4,Kathua,96688,3532478
jammu-&-kashmir,2022,4,Kishtwar,18904,928136
jammu-&-kashmir,2022,4,Pulwama,70875,2201068
jammu-&-kashmir,2022,4,Ramban,26335,1386458
jammu-&-kashmir,2022,4,Rajouri,72921,2562701
jammu-&-kashmir,2022,4,Kulgam,48872,1582267
jammu-&-kashmir,2022,4,Budgam,103056,3084965
jammu-&-kashmir,2022,4,Anantnag,93107,3151558
jammu-&-kashmir,2022,4,Kupwara,91691,3749180
jammu-&-kashmir,2019,1,Muzaffarabad,170,0
jammu-&-kashmir,2019,1,Doda,9896,0
jammu-&-kashmir,2019,1,Samba,21495,0
jammu-&-kashmir,2019,1,Mirpur,1891,0
jammu-&-kashmir,2019,1,Srinagar,52762,0
jammu-&-kashmir,2019,1,Baramulla,45150,0
jammu-&-kashmir,2019,1,Jammu,134408,0
jammu-&-kashmir,2019,1,Ganderbal,11236,0
jammu-&-kashmir,2019,1,Udhampur,25515,0
jammu-&-kashmir,2019,1,Bandipore,12419,0
jammu-&-kashmir,2019,1,Reasi,11440,0
jammu-&-kashmir,2019,1,Shopian,7625,0
jammu-&-kashmir,2019,1,Poonch,10838,0
jammu-&-kashmir,2019,1,Kathua,25620,0
jammu-&-kashmir,2019,1,Kishtwar,4732,0
jammu-&-kashmir,2019,1,Pulwama,23230,0
jammu-&-kashmir,2019,1,Ramban,7125,0
jammu-&-kashmir,2019,1,Rajouri,19212,0
jammu-&-kashmir,2019,1,Kulgam,16003,0
jammu-&-kashmir,2019,1,Budgam,34255,0
jammu-&-kashmir,2019,1,Anantnag,30103,0
jammu-&-kashmir,2019,1,Kupwara,25544,0
jammu-&-kashmir,2019,2,Muzaffarabad,216,1171
jammu-&-kashmir,2019,2,Doda,12220,53698
jammu-&-kashmir,2019,2,Samba,25990,105880
jammu-&-kashmir,2019,2,Mirpur,2250,13135
jammu-&-kashmir,2019,2,Srinagar,62190,312300
jammu-&-kashmir,2019,2,Baramulla,53196,212011
jammu-&-kashmir,2019,2,Jammu,160241,581746
jammu-&-kashmir,2019,2,Ganderbal,13224,73122
jammu-&-kashmir,2019,2,Udhampur,29856,131187
jammu-&-kashmir,2019,2,Bandipore,14951,65247
jammu-&-kashmir,2019,2,Reasi,13784,72385
jammu-&-kashmir,2019,2,Shopian,8946,37320
jammu-&-kashmir,2019,2,Poonch,13450,69010
jammu-&-kashmir,2019,2,Kathua,30602,122544
jammu-&-kashmir,2019,2,Kishtwar,6001,27103
jammu-&-kashmir,2019,2,Pulwama,27167,136747
jammu-&-kashmir,2019,2,Ramban,8694,48805
jammu-&-kashmir,2019,2,Rajouri,23118,103450
jammu-&-kashmir,2019,2,Kulgam,18853,71690
jammu-&-kashmir,2019,2,Budgam,39965,174075
jammu-&-kashmir,2019,2,Anantnag,35488,140564
jammu-&-kashmir,2019,2,Kupwara,30791,152183
jammu-&-kashmir,2019,3,Muzaffarabad,207,1501
jammu-&-kashmir,2019,3,Doda,12682,68944
jammu-&-kashmir,2019,3,Samba,27579,160172
jammu-&-kashmir,2019,3,Mirpur,2372,18542
jammu-&-kashmir,2019,3,Srinagar,64758,386951
jammu-&-kashmir,2019,3,Baramulla,54404,249467
jammu-&-kashmir,2019,3,Jammu,169849,975045
jammu-&-kashmir,2019,3,Ganderbal,13453,109345
jammu-&-kashmir,2019,3,Udhampur,31297,204871
jammu-&-kashmir,2019,3,Bandipore,15313,80343
jammu-&-kashmir,2019,3,Reasi,14489,118236
jammu-&-kashmir,2019,3,Shopian,9142,38069
jammu-&-kashmir,2019,3,Poonch,14139,94475
jammu-&-kashmir,2019,3,Kathua,32213,208424
jammu-&-kashmir,2019,3,Kishtwar,6229,38662
jammu-&-kashmir,2019,3,Pulwama,27963,176462
jammu-&-kashmir,2019,3,Ramban,9065,75108
jammu-&-kashmir,2019,3,Rajouri,24275,147846
jammu-&-kashmir,2019,3,Kulgam,19220,80917
jammu-&-kashmir,2019,3,Budgam,41004,208701
jammu-&-kashmir,2019,3,Anantnag,36371,207023
jammu-&-kashmir,2019,3,Kupwara,32431,194815
jammu-&-kashmir,2019,4,Muzaffarabad,223,31
jammu-&-kashmir,2019,4,Doda,13016,14365
jammu-&-kashmir,2019,4,Samba,28333,59968
jammu-&-kashmir,2019,4,Mirpur,2521,3319
jammu-&-kashmir,2019,4,Srinagar,65611,28258
jammu-&-kashmir,2019,4,Baramulla,55042,6479
jammu-&-kashmir,2019,4,Jammu,174858,486244
jammu-&-kashmir,2019,4,Ganderbal,13506,4644
jammu-&-kashmir,2019,4,Udhampur,32252,79671
jammu-&-kashmir,2019,4,Bandipore,15366,2312
jammu-&-kashmir,2019,4,Reasi,15021,61611
jammu-&-kashmir,2019,4,Shopian,9308,1093
jammu-&-kashmir,2019,4,Poonch,14810,19155
jammu-&-kashmir,2019,4,Kathua,33481,128868
jammu-&-kashmir,2019,4,Kishtwar,6397,9507
jammu-&-kashmir,2019,4,Pulwama,28336,9905
jammu-&-kashmir,2019,4,Ramban,9304,14758
jammu-&-kashmir,2019,4,Rajouri,25297,42098
jammu-&-kashmir,2019,4,Kulgam,19304,1847
jammu-&-kashmir,2019,4,Budgam,41377,14190
jammu-&-kashmir,2019,4,Anantnag,36725,4724
jammu-&-kashmir,2019,4,Kupwara,33279,5525
jammu-&-kashmir,2021,1,Muzaffarabad,377,9533
jammu-&-kashmir,2021,1,Doda,26460,385972
jammu-&-kashmir,2021,1,Samba,53123,846106
jammu-&-kashmir,2021,1,Mirpur,5198,91729
jammu-&-kashmir,2021,1,Srinagar,107147,1800718
jammu-&-kashmir,2021,1,Baramulla,90607,1419562
jammu-&-kashmir,2021,1,Jammu,307670,4748576
jammu-&-kashmir,2021,1,Ganderbal,22249,307343
jammu-&-kashmir,2021,1,Udhampur,58664,1005055
jammu-&-kashmir,2021,1,Bandipore,24662,380806
jammu-&-kashmir,2021,1,Reasi,27524,560191
jammu-&-kashmir,2021,1,Shopian,16657,257342
jammu-&-kashmir,2021,1,Poonch,28300,438878
jammu-&-kashmir,2021,1,Kathua,62777,999489
jammu-&-kashmir,2021,1,Kishtwar,12235,192499
jammu-&-kashmir,2021,1,Pulwama,46731,822230
jammu-&-kashmir,2021,1,Ramban,16907,314751
jammu-&-kashmir,2021,1,Rajouri,47092,761083
jammu-&-kashmir,2021,1,Kulgam,31882,413955
jammu-&-kashmir,2021,1,Budgam,67920,1094310
jammu-&-kashmir,2021,1,Anantnag,61151,943863
jammu-&-kashmir,2021,1,Kupwara,59485,1040018
jammu-&-kashmir,2021,2,Muzaffarabad,416,140975
jammu-&-kashmir,2021,2,Doda,28542,1668531
jammu-&-kashmir,2021,2,Samba,57066,1261847
jammu-&-kashmir,2021,2,Mirpur,5662,519745
jammu-&-kashmir,2021,2,Srinagar,114498,1723018
jammu-&-kashmir,2021,2,Baramulla,97258,2275167
jammu-&-kashmir,2021,2,Jammu,329625,5307827
jammu-&-kashmir,2021,2,Ganderbal,23884,732103
jammu-&-kashmir,2021,2,Udhampur,63296,2284672
jammu-&-kashmir,2021,2,Bandipore,26435,753955
jammu-&-kashmir,2021,2,Reasi,29716,1517492
jammu-&-kashmir,2021,2,Shopian,17933,458734
jammu-&-kashmir,2021,2,Poonch,30575,1527433
jammu-&-kashmir,2021,2,Kathua,67569,2554198
jammu-&-kashmir,2021,2,Kishtwar,13206,1464466
jammu-&-kashmir,2021,2,Pulwama,50038,1135519
